"","Allocated.Time","Web.or.Phone","Answered.by.specialist","Holiday.Type","Accom.type","Dep.Airport","Lead.Time","Destination","Duration","Adults","Children","Infants","Transport.Type","Answered.Q","Notes.Completed","Title","Enquiry.Comments","Booked.Status","EnquiryYear","EnquiryMonth","EnquiryDay","EnquiryWeekday","DepYear","DepMonth","DepDay","DepWeekday","Enquiry.Timecat","Enquiry.Time_class","DepartureSeason","Gender"
"136","Extremely Fast","PHONE","0","A","grade2","Lon All",74," AC",17,3,2,0,"A","NO","NO","Mrs","NO","1","2018","3",4,"Sunday","2019","8",8,"Thursday","Business_Hour","morning","summer","F"
"137","Extremely Fast","PHONE","0","A","grade1","Any Airport",30," JH Area",14,4,1,0,"A","NO","NO","Mrs","NO","1","2017","1",13,"Friday","2017","8",12,"Saturday","Closed","morning","summer","F"
"138","Extremely Fast","PHONE","0","E","grade2","Any Airport",58," LH",15,2,0,0,"A","NO","NO","Mrs","NO","1","2017","7",31,"Monday","2018","9",12,"Wednesday","Business_Hour","morning","fall","F"
"139","Extremely Fast","PHONE","0","A","grade3","ED",57," AB",14,2,1,0,"None Required","YES","YES","Mrs","NO","1","2018","4",17,"Tuesday","2019","5",23,"Thursday","Business_Hour","afternoon","spring","F"
"140","Extremely Fast","PHONE","0","E","None","Lon All",47," AB",21,5,0,0,"None Required","YES","NO","Mrs","YES","1","2018","9",16,"Sunday","2019","8",15,"Thursday","Business_Hour","afternoon","summer","F"
"141","Extremely Fast","PHONE","1","A","grade2","Lon All",30," AA Resort",14,1,1,0,"B","YES","NO","Mrs","YES","1","2018","7",15,"Sunday","2019","2",14,"Thursday","Business_Hour","afternoon","winter","F"
"142","Extremely Fast","PHONE","0","A","grade2","MCH",51," AC",7,3,0,0,"B","YES","YES","Mrs","NO","1","2017","12",26,"Tuesday","2018","12",22,"Saturday","Business_Hour","afternoon","winter","F"
"143","Extremely Fast","PHONE","0","B","None","Lon All",34," SF",8,4,0,0,"B","YES","NO","Mrs","NO","1","2019","1",8,"Tuesday","2019","9",6,"Friday","Business_Hour","afternoon","fall","F"
"144","Extremely Fast","PHONE","0","A","grade2","GG",77," AC",14,3,2,0,"B","NO","NO","Mrs","NO","1","2017","4",16,"Sunday","2018","10",8,"Monday","Business_Hour","morning","fall","F"
"145","Extremely Fast","PHONE","0","A","grade1","MCH",35," JH Area",14,4,1,0,"A","YES","NO","Mrs","NO","1","2018","12",12,"Wednesday","2019","8",13,"Tuesday","Business_Hour","morning","summer","F"
"146","Extremely Fast","PHONE","0","A","grade2","MCH",38," AB",10,3,2,0,"A","YES","NO","Mrs","YES","1","2018","7",22,"Sunday","2019","4",15,"Monday","Business_Hour","morning","spring","F"
"147","Extremely Fast","PHONE","0","B","grade2","MCH",108," JH Area",14,3,1,0,"None Required","YES","NO","Mrs","YES","1","2018","7",9,"Monday","2020","8",3,"Monday","Closed","morning","summer","F"
"148","Extremely Fast","PHONE","0","E","None","MCH",34," AB",14,6,0,0,"A","NO","NO","Mrs","NO","1","2017","1",21,"Saturday","2017","9",11,"Monday","Business_Hour","afternoon","fall","F"
"149","Extremely Fast","PHONE","0","A","grade2","MCH",57," AC",14,3,0,0,"A","NO","NO","Mrs","NO","1","2017","7",7,"Friday","2018","8",8,"Wednesday","Business_Hour","afternoon","summer","F"
"150","Extremely Fast","PHONE","1","A","grade2","MCH",61," AC",18,4,0,0,"A","NO","NO","Mrs","NO","1","2017","5",7,"Sunday","2018","7",14,"Saturday","Business_Hour","afternoon","summer","F"
"151","Extremely Fast","PHONE","0","A","grade2","MCH",120," AC",14,4,0,0,"None Required","NO","NO","Mrs","NO","1","2018","6",19,"Tuesday","2020","10",6,"Tuesday","Business_Hour","afternoon","fall","F"
"152","Extremely Fast","PHONE","1","B","grade2","OTHER",45," LA",10,2,0,0,"A","YES","NO","Mrs","YES","1","2018","11",4,"Sunday","2019","9",16,"Monday","Closed","morning","fall","F"
"153","Extremely Fast","PHONE","0","A","grade1","Lon All",11,"OTHER",7,4,1,0,"A","NO","NO","Mrs","NO","1","2018","5",14,"Monday","2018","8",3,"Friday","Closed","morning","summer","F"
"154","Extremely Fast","PHONE","1","A","grade1","Lon All",48," AC",10,4,0,0,"A","YES","YES","Mrs","NO","1","2018","2",5,"Monday","2019","1",7,"Monday","Business_Hour","afternoon","winter","F"
"155","Extremely Fast","PHONE","0","A","grade2","MCH",76," AC",14,2,1,1,"None Required","NO","NO","Mrs","NO","1","2017","4",2,"Sunday","2018","9",19,"Wednesday","Business_Hour","morning","fall","F"
"156","Extremely Fast","PHONE","0","E","None","BH",82," AC",10,4,2,0,"A","NO","NO","Mrs","NO","1","2018","1",22,"Monday","2019","8",19,"Monday","Business_Hour","afternoon","summer","F"
"157","Extremely Fast","PHONE","1","A","grade1","MCH",4," AB",14,2,1,0,"A","NO","NO","Mrs","NO","1","2018","1",14,"Sunday","2018","2",15,"Thursday","Business_Hour","afternoon","winter","F"
"158","Extremely Fast","PHONE","0","A","grade2","Lon All",66," AA Resort",14,4,0,0,"B","YES","NO","Mrs","YES","1","2018","12",29,"Saturday","2020","4",3,"Friday","Business_Hour","afternoon","spring","F"
"159","Extremely Fast","PHONE","0","A","grade1","Lon Gat",48," AB",14,6,0,0,"A","YES","NO","Mrs","YES","1","2018","7",9,"Monday","2019","6",9,"Sunday","Business_Hour","afternoon","summer","F"
"160","Extremely Fast","PHONE","0","A","grade1","ED",111," AB",14,5,2,0,"A","NO","NO","Mrs","NO","1","2017","8",18,"Friday","2019","10",2,"Wednesday","Business_Hour","afternoon","fall","F"
"161","Extremely Fast","PHONE","0","E","None","MCH",128," AC",21,4,2,0,"A","NO","NO","Mrs","NO","1","2018","2",18,"Sunday","2020","8",4,"Tuesday","Business_Hour","morning","summer","F"
"162","Extremely Fast","PHONE","0","A","grade2","Lon Gat",47," AA Resort",7,7,2,0,"B","YES","YES","Mrs","YES","1","2018","11",29,"Thursday","2019","10",20,"Sunday","Business_Hour","morning","fall","F"
"163","Extremely Fast","PHONE","0","A","grade1","Any Airport",63," AA Resort",14,2,1,0,"B","YES","YES","Mrs","NO","1","2018","1",18,"Thursday","2019","4",4,"Thursday","Closed","morning","spring","F"
"164","Extremely Fast","PHONE","0","A","grade1","GG",40," AC",14,4,1,0,"A","NO","NO","Mrs","NO","1","2017","1",1,"Sunday","2017","10",14,"Saturday","Business_Hour","afternoon","fall","F"
"165","Extremely Fast","PHONE","0","B","grade2","Lon Gat",40," LH",10,2,0,0,"A","NO","NO","Mrs","NO","1","2017","9",29,"Friday","2018","7",1,"Sunday","Business_Hour","morning","summer","F"
"166","Extremely Fast","PHONE","0","E","None","Lon Heathrow",8," LH",14,2,2,0,"A","NO","NO","Mrs","NO","1","2017","10",15,"Sunday","2017","12",16,"Saturday","Business_Hour","morning","winter","F"
"167","Extremely Fast","PHONE","0","A","grade2","ED",86," AC",14,6,3,0,"B","NO","NO","Mrs","NO","1","2018","2",15,"Thursday","2019","10",7,"Monday","Business_Hour","afternoon","fall","F"
"168","Extremely Fast","PHONE","1","A","grade2","MCH",42," NM AB Resort",10,5,0,0,"A","YES","NO","Mrs","YES","1","2018","8",5,"Sunday","2019","5",27,"Monday","Business_Hour","afternoon","spring","F"
"169","Extremely Fast","PHONE","0","A","grade1","MCH",114," AC",14,2,3,0,"A","NO","NO","Mrs","NO","1","2017","2",3,"Friday","2019","4",7,"Sunday","Business_Hour","afternoon","spring","F"
"170","Extremely Fast","PHONE","0","A","grade2","GG",53," AB",7,1,1,0,"B","NO","NO","Mrs","NO","1","2018","5",10,"Thursday","2019","5",16,"Thursday","Business_Hour","morning","spring","F"
"171","Extremely Fast","PHONE","1","OTHER","grade2","ED",59," JH Area",14,7,0,0,"A","YES","NO","Mrs","YES","1","2018","7",22,"Sunday","2019","9",11,"Wednesday","Business_Hour","morning","fall","F"
"172","Extremely Fast","PHONE","0","A","grade2","MCH",57," PP Area",14,2,1,0,"None Required","YES","YES","Mrs","YES","1","2018","9",10,"Monday","2019","10",15,"Tuesday","Business_Hour","morning","fall","F"
"173","Extremely Fast","PHONE","1","A","grade2","Lon All",30," AA Resort",14,2,0,1,"None Required","YES","NO","Mrs","YES","1","2018","8",7,"Tuesday","2019","3",8,"Friday","Closed","morning","spring","F"
"174","Extremely Fast","PHONE","1","E","None","Lon Gat",12,"OTHER",21,4,0,0,"None Required","YES","NO","Mrs","YES","1","2018","10",7,"Sunday","2019","1",3,"Thursday","Business_Hour","morning","winter","F"
"175","Extremely Fast","PHONE","0","A","grade1","MCH",25," AB",14,4,2,0,"A","NO","NO","Mrs","NO","1","2018","2",7,"Wednesday","2018","8",1,"Wednesday","Business_Hour","morning","summer","F"
"176","Extremely Fast","PHONE","0","A","grade1","Lon Gat",90," PP Area",14,2,2,0,"A","YES","NO","Mrs","YES","1","2018","11",29,"Thursday","2020","8",19,"Wednesday","Closed","morning","summer","F"
"177","Extremely Fast","PHONE","0","A","grade2","Lon All",71," NM AB Resort",14,2,0,0,"A","NO","NO","Mrs","NO","1","2018","4",3,"Tuesday","2019","8",14,"Wednesday","Business_Hour","morning","summer","F"
"178","Extremely Fast","PHONE","0","A","grade2","Lon All",69," AA Resort",14,4,1,0,"B","NO","NO","Mrs","NO","1","2017","4",2,"Sunday","2018","7",30,"Monday","Business_Hour","afternoon","summer","F"
"179","Extremely Fast","PHONE","0","A","grade2","MCH",12," AC",14,5,1,0,"A","YES","YES","Mrs","NO","1","2017","4",2,"Sunday","2017","6",27,"Tuesday","Business_Hour","afternoon","summer","F"
"180","Extremely Fast","PHONE","1","A","grade2","Lon All",64," AA Resort",14,2,0,0,"None Required","YES","YES","Mrs","NO","1","2018","4",23,"Monday","2019","7",15,"Monday","Closed","morning","summer","F"
"181","Extremely Fast","PHONE","1","A","grade2","MCH",56," AA Resort",14,3,2,0,"None Required","YES","YES","Mrs","NO","1","2018","4",22,"Sunday","2019","5",22,"Wednesday","Closed","morning","spring","F"
"182","Extremely Fast","PHONE","1","A","grade2","MCH",7," AA Resort",14,2,0,0,"B","YES","NO","Mrs","YES","1","2018","7",15,"Sunday","2018","9",4,"Tuesday","Closed","morning","fall","F"
"183","Extremely Fast","PHONE","1","B","grade3","GG",73," AB",14,3,1,0,"A","NO","NO","Mrs","NO","1","2017","5",7,"Sunday","2018","10",5,"Friday","Business_Hour","afternoon","fall","F"
"184","Extremely Fast","PHONE","0","A","grade1","Lon Heathrow",55," AC",14,7,1,0,"A","NO","NO","Mrs","NO","1","2017","2",25,"Saturday","2018","3",15,"Thursday","Business_Hour","afternoon","spring","F"
"185","Extremely Fast","PHONE","0","B","grade2","Lon All",49," NM AB Resort",17,4,0,0,"A","YES","NO","Mrs","YES","1","2018","8",20,"Monday","2019","7",29,"Monday","Business_Hour","afternoon","summer","F"
"186","Extremely Fast","PHONE","0","B","grade2","Lon All",50," AC",13,2,2,0,"B","YES","NO","Mrs","NO","1","2017","1",4,"Wednesday","2017","12",20,"Wednesday","Business_Hour","morning","winter","F"
"187","Extremely Fast","PHONE","0","A","grade2","MCH",43," AC",21,3,0,0,"B","YES","YES","Mrs","NO","1","2017","10",1,"Sunday","2018","8",1,"Wednesday","Business_Hour","morning","summer","F"
"188","Extremely Fast","PHONE","0","B","grade2","Lon Gat",83," DC Drive",14,6,1,1,"A","YES","NO","Mrs","YES","1","2018","7",27,"Friday","2020","2",24,"Monday","Business_Hour","morning","winter","F"
"189","Extremely Fast","PHONE","1","A","grade2","Lon All",6,"OTHER",7,2,0,0,"B","YES","YES","Mrs","NO","1","2017","8",28,"Monday","2017","10",9,"Monday","Business_Hour","morning","fall","F"
"190","Extremely Fast","PHONE","0","E","grade1","Lon Gat",52," AC",14,4,0,0,"A","YES","YES","Mrs","NO","1","2017","8",6,"Sunday","2018","8",11,"Saturday","Business_Hour","morning","summer","F"
"191","Extremely Fast","PHONE","0","A","grade2","GG",48," AB",14,3,0,0,"B","YES","NO","Mrs","YES","1","2018","9",24,"Monday","2019","8",29,"Thursday","Business_Hour","morning","summer","F"
"192","Extremely Fast","PHONE","0","B","grade2","Lon All",34,"OTHER",15,2,0,0,"A","YES","YES","Mrs","YES","1","2018","7",8,"Sunday","2019","3",7,"Thursday","Business_Hour","afternoon","spring","F"
"193","Extremely Fast","PHONE","1","A","grade1","Lon Gat",30," PP Area",16,6,4,0,"A","YES","NO","Mrs","YES","1","2018","12",26,"Wednesday","2019","7",24,"Wednesday","Business_Hour","afternoon","summer","F"
"194","Extremely Fast","PHONE","1","B","grade2","MCH",12,"OTHER",10,3,0,0,"A","YES","NO","Mrs","NO","1","2019","1",20,"Sunday","2019","4",20,"Saturday","Closed","morning","spring","F"
"195","Extremely Fast","PHONE","0","B","grade2","Lon All",13," AB",12,4,0,0,"B","YES","YES","Mrs","NO","1","2017","5",14,"Sunday","2017","8",19,"Saturday","Closed","morning","summer","F"
"196","Extremely Fast","PHONE","0","A","grade1","Lon Heathrow",21," PP Area",14,4,1,0,"A","YES","NO","Mrs","YES","1","2018","11",10,"Saturday","2019","4",6,"Saturday","Closed","morning","spring","F"
"197","Extremely Fast","WEB","1","A","grade2","Lon All",55," AB",7,3,1,0,"A","YES","YES","Mrs","NO","1","2017","10",14,"Saturday","2018","10",29,"Monday","Business_Hour","morning","fall","F"
"198","Extremely Fast","WEB","1","A","grade2","MCH",104," NM AB Resort",14,2,0,0,"None Required","YES","YES","Mrs","YES","1","2018","9",25,"Tuesday","2020","9",20,"Sunday","Business_Hour","morning","fall","F"
"199","Extremely Fast","PHONE","0","A","grade1","OTHER",18," AC",21,3,1,0,"None Required","NO","NO","Mrs","NO","1","2018","2",13,"Tuesday","2018","6",22,"Friday","Business_Hour","morning","summer","F"
"200","Extremely Fast","WEB","1","A","grade1","Lon All",17," AC",10,3,0,0,"A","NO","NO","Mrs","NO","1","2018","6",4,"Monday","2018","10",1,"Monday","Closed","morning","fall","F"
"201","Extremely Fast","WEB","0","A","grade1","Lon All",39," JH Area",10,2,1,0,"None Required","NO","NO","Mrs","NO","1","2017","1",10,"Tuesday","2017","10",14,"Saturday","Business_Hour","morning","fall","F"
"202","Extremely Fast","WEB","1","A","grade2","Lon Gat",40," NM AB Resort",14,3,0,0,"A","YES","NO","Mrs","YES","1","2018","9",11,"Tuesday","2019","6",22,"Saturday","Business_Hour","morning","summer","F"
"203","Extremely Fast","WEB","0","A","grade1","Lon All",27,"OTHER",14,4,0,0,"A","YES","YES","Mrs","NO","1","2018","2",4,"Sunday","2018","8",13,"Monday","Business_Hour","morning","summer","F"
"204","Extremely Fast","WEB","1","OTHER","grade1","Any Airport",18," AB",7,1,0,0,"None Required","NO","NO","Mrs","NO","1","2017","5",14,"Sunday","2017","9",20,"Wednesday","Business_Hour","morning","fall","F"
"205","Extremely Fast","WEB","0","B","grade2","Any Airport",55," CC City",14,2,0,0,"None Required","YES","YES","Mrs","NO","1","2017","9",3,"Sunday","2018","9",26,"Wednesday","Business_Hour","afternoon","fall","F"
"206","Extremely Fast","WEB","0","E","grade1","Lon All",48," AC",14,5,2,0,"A","YES","YES","Mrs","NO","1","2017","4",22,"Saturday","2018","3",21,"Wednesday","Closed","morning","spring","F"
"207","Extremely Fast","WEB","1","A","grade1","MCH",40," JH Area",14,6,1,0,"A","YES","YES","Mrs","NO","1","2019","1",11,"Friday","2019","10",19,"Saturday","Business_Hour","afternoon","fall","F"
"208","Extremely Fast","WEB","0","A","grade1","Lon All",57," AC",14,5,0,0,"B","YES","YES","Mrs","NO","1","2018","3",21,"Wednesday","2019","4",22,"Monday","Closed","morning","spring","F"
"209","Extremely Fast","WEB","0","OTHER","grade1","Any Airport",25," AB",14,6,0,0,"None Required","NO","NO","Mrs","NO","1","2017","4",10,"Monday","2017","10",2,"Monday","Business_Hour","afternoon","fall","F"
"210","Extremely Fast","WEB","1","A","grade2","Lon All",41," AC",14,4,2,0,"B","NO","NO","Mrs","NO","1","2018","1",21,"Sunday","2018","11",4,"Sunday","Business_Hour","afternoon","fall","F"
"211","Extremely Fast","WEB","0","A","grade2","MCH",24," NM AB Resort",14,3,0,0,"B","NO","NO","Mrs","NO","1","2018","3",4,"Sunday","2018","8",21,"Tuesday","Business_Hour","morning","summer","F"
"212","Extremely Fast","WEB","0","A","grade2","Any Airport",74," AC",14,4,1,0,"None Required","NO","NO","Mrs","NO","1","2018","2",15,"Thursday","2019","7",17,"Wednesday","Business_Hour","morning","summer","F"
"213","Extremely Fast","WEB","0","A","grade3","Lon All",40," AB",14,13,4,0,"B","NO","NO","Mrs","NO","1","2017","1",16,"Monday","2017","10",23,"Monday","Business_Hour","morning","fall","F"
"214","Extremely Fast","WEB","0","A","grade2","MCH",57," AA Resort",14,4,2,0,"None Required","YES","NO","Mrs","YES","1","2018","7",9,"Monday","2019","8",17,"Saturday","Business_Hour","morning","summer","F"
"215","Extremely Fast","WEB","0","A","grade1","Lon Gat",54," AC",14,4,2,0,"None Required","NO","NO","Mrs","NO","1","2017","1",29,"Sunday","2018","2",15,"Thursday","Business_Hour","morning","winter","F"
"216","Extremely Fast","WEB","1","E","None","BH",106," AB",14,5,0,0,"None Required","NO","NO","Mrs","NO","1","2017","7",23,"Sunday","2019","8",6,"Tuesday","Business_Hour","morning","summer","F"
"217","Extremely Fast","WEB","0","A","grade1","MCH",54," AB",14,4,0,0,"A","YES","YES","Mrs","YES","1","2018","8",6,"Monday","2019","8",23,"Friday","Closed","morning","summer","F"
"218","Extremely Fast","WEB","0","B","grade1","Lon All",24," AC",7,4,0,0,"None Required","NO","NO","Mrs","NO","1","2018","2",6,"Tuesday","2018","7",24,"Tuesday","Business_Hour","morning","summer","F"
"219","Extremely Fast","WEB","0","B","grade2","Lon All",16," DC Drive",10,2,0,0,"A","YES","YES","Mrs","YES","1","2018","7",17,"Tuesday","2018","11",7,"Wednesday","Business_Hour","afternoon","fall","F"
"220","Extremely Fast","WEB","0","A","grade1","Lon Gat",64," DC Drive",14,4,0,0,"A","YES","NO","Mrs","YES","1","2018","7",31,"Tuesday","2019","10",24,"Thursday","Business_Hour","morning","fall","F"
"221","Extremely Fast","WEB","0","A","grade2","Lon All",52," AC",15,4,2,0,"B","NO","NO","Mrs","NO","1","2017","4",2,"Sunday","2018","4",3,"Tuesday","Business_Hour","afternoon","spring","F"
"222","Extremely Fast","WEB","0","A","grade2","GG",65," DC Drive",21,3,1,0,"B","YES","YES","Mrs","YES","1","2018","7",2,"Monday","2019","10",1,"Tuesday","Business_Hour","morning","fall","F"
"223","Extremely Fast","WEB","0","A","grade1","OTHER",20," AC",14,4,0,0,"A","YES","YES","Mrs","NO","1","2018","2",7,"Wednesday","2018","6",26,"Tuesday","Closed","morning","summer","F"
"224","Extremely Fast","WEB","0","A","grade1","MCH",23," AB",14,2,2,0,"A","NO","NO","Mrs","NO","1","2017","3",8,"Wednesday","2017","8",13,"Sunday","Business_Hour","morning","summer","F"
"225","Extremely Fast","WEB","0","A","grade1","Lon All",7," PP Area",14,2,2,0,"A","YES","NO","Mrs","YES","1","2018","7",4,"Wednesday","2018","8",20,"Monday","Business_Hour","morning","summer","F"
"226","Extremely Fast","WEB","0","B","None","ED",40," LA",8,4,0,0,"None Required","YES","NO","Mrs","YES","1","2019","1",8,"Tuesday","2019","10",15,"Tuesday","Closed","morning","fall","F"
"227","Extremely Fast","WEB","0","A","grade2","Lon All",13," AA Resort",14,3,0,0,"None Required","NO","NO","Mrs","NO","1","2018","5",28,"Monday","2018","9",1,"Saturday","Business_Hour","afternoon","fall","F"
"228","Extremely Fast","WEB","1","OTHER","grade2","Lon Heathrow",21," AB",3,2,0,0,"B","NO","NO","Mrs","NO","1","2017","5",28,"Sunday","2017","10",22,"Sunday","Business_Hour","morning","fall","F"
"229","Extremely Fast","WEB","1","B","None","MCH",63," AB",14,4,0,0,"A","YES","YES","Mrs","NO","1","2019","1",16,"Wednesday","2020","4",2,"Thursday","Closed","morning","spring","F"
"230","Extremely Fast","WEB","1","A","grade1","Lon All",33," PP Area",14,4,0,0,"A","YES","NO","Mrs","YES","1","2018","8",26,"Sunday","2019","4",14,"Sunday","Business_Hour","afternoon","spring","F"
"231","Extremely Fast","WEB","1","A","grade1","GG",57," AC",14,4,2,0,"A","NO","NO","Mrs","NO","1","2017","5",31,"Wednesday","2018","7",2,"Monday","Business_Hour","morning","summer","F"
"232","Extremely Fast","WEB","1","A","grade2","Lon All",64," AC",14,4,0,0,"A","NO","NO","Mrs","NO","1","2017","7",27,"Thursday","2018","10",17,"Wednesday","Closed","night","fall","F"
"233","Extremely Fast","WEB","0","A","grade1","MCH",15," AB",14,3,4,0,"A","NO","NO","Mrs","NO","1","2018","5",9,"Wednesday","2018","8",19,"Sunday","Business_Hour","morning","summer","F"
"234","Extremely Fast","WEB","0","A","grade2","MCH",79," AA Resort",14,2,0,0,"None Required","NO","NO","Mrs","NO","1","2018","4",25,"Wednesday","2019","10",27,"Sunday","Business_Hour","morning","fall","F"
