Enquiry.Date,Enquiry.Time,Allocated.Time,Web.or.Phone,Answered by specialist,ConversationRCD,TempSent,Holiday.Type,Accom.type,Dep.Airport,Dep.Date,Lead.Time,Destination,Duration,Adults,Children,Infants,Transport.Type,Answered.Q,Notes.Completed,Title,Enquiry.Comments,Booked.Status
10/28/2018,15:34,Slow,WEB,,18,6,A,grade2,MCH,11/6/2020,105, NM AB Resort,14,3,1,0,A,YES,NO,Miss,YES,No
1/3/2019,19:39,Slow,WEB,Yes,9,5,A,grade1,Lon All,7/13/2019,27, PP Area,14,7,1,0,None Required,YES,YES,Miss,NO,No
4/1/2018,15:32,Slow,WEB,,7,6,A,grade1,MCH,5/24/2019,59, AC,14,3,2,0,A,NO,NO,Miss,NO,No
6/24/2018,20:12,Slow,WEB,,3,2,A,grade3,Lon Gat,8/10/2019,58, PP Area,14,3,1,0,B,NO,NO,Miss,YES,No
1/15/2017,21:34:38,Slow,WEB,,9,4,A,grade3,Any Airport,7/22/2017,26, DC Drive,14,5,3,0,A,YES,NO,Miss,NO,No
12/29/2017,10:51:55,Slow,WEB,,14,15,A,grade2,Lon All,4/3/2019,66, AA Resort,12,4,0,0,A,NO,NO,Miss,NO,No
8/29/2018,9:34,Slow,WEB,Yes,3,1,D,grade2,Lon All,2/13/2019,24, AA Resort,14,2,2,0,B,YES,NO,Miss,YES,No
4/22/2018,15:24,Slow,WEB,Yes,3,4,D,grade3,MCH,2/6/2019,41, JH Area,18,2,0,0,A,YES,YES,Miss,NO,No
7/24/2018,11:20,Slow,WEB,,1,4,A,grade1,Lon Heathrow,9/29/2018,9, Clearwater,7,3,0,0,A,YES,YES,Miss,YES,No
4/5/2017,15:08:38,Slow,WEB,,0,1,A,grade2,Lon All,5/16/2018,58, AC,14,3,1,0,None Required,NO,NO,Miss,NO,No
5/8/2018,16:48,Slow,WEB,,4,1,D,grade2,Lon All,1/8/2019,35, NOS,11,2,0,0,B,NO,NO,Miss,NO,No
3/4/2018,13:28,Slow,WEB,Yes,5,6,A,grade1,Lon All,10/15/2019,84, AC,14,5,3,0,A,NO,NO,Miss,NO,No
4/29/2018,19:36,Slow,WEB,Yes,11,2,A,grade2,BH,7/16/2019,63, AA Resort,14,2,2,0,None Required,NO,NO,Miss,NO,No
5/7/2017,14:02:41,Slow,WEB,Yes,0,1,E,grade1,Lon All,7/30/2017,12, AC,16,3,2,0,A,NO,NO,Miss,NO,No
4/4/2018,21:22,Slow,WEB,,1,1,A,grade2,Lon All,7/28/2018,16, AC,10,2,1,0,B,YES,YES,Miss,NO,No
3/21/2017,19:54:38,Slow,WEB,Yes,2,2,B,grade2,Lon Heathrow,7/22/2017,17, LH,9,4,0,0,None Required,NO,NO,Miss,NO,No
4/20/2017,13:54:38,Slow,WEB,Yes,4,1,A,grade2,Lon All,10/16/2018,78, AA Resort,14,2,1,0,B,YES,YES,Miss,NO,No
12/27/2017,12:32:09,Slow,WEB,,0,2,A,grade1,MCH,12/12/2018,50, AC,14,3,0,0,A,NO,NO,Miss,NO,No
2/25/2018,17:34,Slow,WEB,Yes,3,1,A,grade2,Lon All,3/24/2018,3, AB,7,2,2,0,B,YES,YES,Miss,NO,No
12/31/2018,10:52,Slow,WEB,,7,3,B,grade2,ED,10/7/2019,40, CC City,10,3,0,0,None Required,YES,NO,Miss,YES,No
11/26/2017,18:48:07,Slow,WEB,,4,1,A,grade1,MCH,12/23/2018,56, JH Area,10,3,0,0,A,NO,NO,Miss,NO,No
12/10/2018,13:00,Slow,WEB,,18,9,B,grade2,BH,2/5/2019,8, LV,14,2,0,0,None Required,YES,NO,Miss,YES,No
1/13/2019,21:04,Slow,WEB,Yes,7,3,A,grade1,MCH,5/24/2020,71, JH Area,14,4,2,0,A,YES,NO,Miss,NO,No
1/9/2019,15:51,Slow,WEB,Yes,2,1,E,,Lon All,4/14/2019,14, GFH,14,2,0,0,A,YES,NO,Miss,YES,No
12/1/2018,10:52,Slow,WEB,Yes,12,3,B,grade2,Lon Heathrow,7/24/2019,34, SF,12,4,0,0,None Required,YES,NO,Miss,YES,No
1/21/2018,20:58,Slow,WEB,,8,2,E,,Any Airport,7/24/2018,26, AC,14,3,0,0,None Required,NO,NO,Miss,NO,No
3/6/2018,18:00,Slow,WEB,,1,1,A,grade3,GG,10/3/2019,82, AB,10,2,1,0,A,YES,YES,Miss,NO,No
4/28/2018,15:10,Slow,WEB,,3,1,B,grade2,Lon All,10/18/2019,77, AC,14,4,0,0,None Required,NO,NO,Miss,NO,No
2/12/2017,13:40:38,Slow,WEB,,17,5,E,grade2,MCH,9/18/2018,83, AC,14,6,1,0,A,NO,NO,Miss,NO,No
3/5/2017,10:42:41,Slow,WEB,Yes,0,2,E,grade1,MCH,6/6/2018,65, AC,10,3,1,0,A,NO,NO,Miss,NO,No
5/16/2017,19:22:38,Slow,WEB,,5,3,C,grade1,Any Airport,2/4/2018,38, AB,28,4,2,0,A,NO,NO,Miss,NO,No
2/25/2018,12:52,Slow,WEB,Yes,0,0,E,,Lon All,8/3/2018,22, AC,14,11,2,0,A,NO,NO,Miss,NO,No
10/25/2018,14:20,Slow,WEB,,6,1,A,grade2,Lon Gat,3/26/2020,74, AA Resort,14,2,2,0,B,YES,NO,Miss,YES,No
7/5/2017,13:54:45,Slow,WEB,,1,3,A,grade1,B,6/19/2018,50, AC,21,8,3,0,A,NO,NO,Miss,NO,No
4/19/2018,13:34,Slow,WEB,Yes,3,1,E,,MCH,7/30/2019,67, AC,14,9,2,0,A,YES,YES,Miss,NO,No
2/2/2018,13:04,Slow,WEB,,19,5,A,grade1,MCH,5/10/2019,66, AC,14,6,4,2,None Required,NO,NO,Miss,NO,No
1/7/2017,18:44:38,Slow,WEB,,3,2,A,grade2,MCH,6/6/2018,74, AC,14,3,0,0,B,YES,NO,Miss,NO,No
1/17/2017,21:34:38,Slow,WEB,Yes,9,2,B,grade2,Lon Heathrow,8/11/2017,29, Cali,9,2,0,0,B,NO,NO,Miss,NO,No
1/1/2018,11:42,Slow,WEB,,11,2,A,grade1,GG,9/25/2018,38, AC,14,4,3,0,A,YES,YES,Miss,NO,No
1/18/2018,15:34,Slow,WEB,,9,4,A,grade2,Lon All,11/11/2019,95, AC,14,2,1,0,A,YES,YES,Miss,NO,No
5/29/2018,20:56,Slow,WEB,Yes,4,4,A,grade2,Lon All,11/18/2019,77, AB,12,2,0,0,B,NO,NO,Miss,NO,No
6/12/2018,21:20,Slow,WEB,Yes,3,6,A,grade1,Lon Gat,8/19/2019,62, AB,14,4,0,0,A,NO,NO,Miss,YES,No
5/2/2017,15:36:38,Slow,WEB,,13,4,A,grade2,Lon All,8/18/2018,67, AC,14,2,2,0,A,NO,NO,Miss,NO,No
1/1/2018,13:34,Slow,WEB,,5,2,A,grade1,Lon All,8/8/2018,31, AB,14,4,0,0,None Required,YES,YES,Miss,NO,No
1/20/2017,10:20:39,Slow,WEB,,0,1,A,grade1,GG,1/11/2018,51, AC,14,2,2,0,A,YES,NO,Miss,NO,No
11/11/2018,19:10,Slow,WEB,Yes,0,1,A,grade1,MCH,7/27/2019,36, JH Area,14,5,2,0,A,YES,YES,Miss,YES,No
8/3/2017,12:10:38,Slow,WEB,,2,1,E,grade1,MCH,1/25/2019,77, AC,14,2,0,0,A,YES,YES,Miss,NO,No
10/23/2017,18:06:15,Slow,WEB,,5,3,E,,Lon Gat,9/22/2018,47, AB,21,6,0,0,A,YES,YES,Miss,NO,No
1/3/2017,20:50:44,Slow,WEB,,10,4,A,grade2,Lon All,10/5/2017,39, AC,14,3,1,0,B,YES,NO,Miss,NO,No
6/1/2017,20:04:42,Slow,WEB,Yes,3,1,E,grade2,MCH,7/31/2017,9, AC,12,4,1,0,None Required,NO,NO,Miss,NO,No
7/19/2017,20:44:38,Slow,WEB,,13,3,A,grade1,Lon All,8/12/2018,56, AA Resort,14,4,2,1,A,YES,YES,Miss,NO,No
1/22/2017,20:54:38,Slow,WEB,,5,1,E,grade1,MCH,7/14/2017,24, AB,14,5,0,0,A,YES,NO,Miss,NO,No
5/12/2018,11:22,Slow,WEB,Yes,3,1,A,grade2,Lon Gat,8/28/2019,68, AC,10,5,0,0,B,NO,NO,Miss,NO,No
9/30/2017,19:02:07,Slow,WEB,Yes,0,1,A,grade1,GG,5/3/2019,83, JH Area,14,2,0,0,A,NO,NO,Miss,NO,No
12/26/2017,20:58:08,Slow,WEB,Yes,0,2,A,grade1,GG,4/20/2019,68, AC,10,10,0,0,A,YES,YES,Miss,NO,No
4/19/2018,16:00,Slow,WEB,Yes,4,3,E,,MCH,4/4/2019,50, AC,14,4,0,0,None Required,NO,NO,Miss,NO,No
12/27/2017,15:04:08,Slow,WEB,,1,2,E,,Lon All,5/23/2019,73, AB,14,5,5,0,None Required,YES,YES,Miss,NO,No
1/26/2019,21:18,Slow,WEB,,6,5,A,grade1,GG,10/5/2019,36, AB,14,4,0,0,A,YES,YES,Miss,NO,No
5/12/2017,11:12:40,Slow,WEB,,16,5,A,grade2,Lon Gat,4/28/2018,50, Cali,14,2,0,0,None Required,NO,NO,Miss,NO,No
9/9/2018,13:06,Slow,WEB,,28,7,A,grade1,Lon Gat,7/24/2019,45, PP Area,17,5,0,0,A,YES,NO,Miss,YES,No
10/5/2018,14:30,Slow,WEB,,6,5,A,grade2,MCH,10/18/2019,54, AA Resort,14,5,0,0,None Required,YES,NO,Miss,YES,No
7/4/2018,20:40,Slow,WEB,Yes,1,1,A,grade2,MCH,5/22/2020,98, DC Drive,14,4,2,0,B,YES,NO,Miss,YES,No
10/17/2018,12:52,Slow,WEB,,16,7,A,grade2,Lon All,8/20/2019,44, SF,9,2,0,0,A,YES,YES,Miss,YES,No
10/31/2017,20:14:07,Slow,WEB,,5,1,C,grade1,Any Airport,5/1/2018,26, AC,14,4,0,0,None Required,YES,YES,Miss,NO,No
5/21/2018,18:20,Slow,WEB,Yes,3,1,E,,MCH,2/16/2019,38, AB,7,3,1,0,A,YES,YES,Miss,NO,No
1/3/2019,11:25,Slow,WEB,Yes,6,3,A,grade2,MCH,8/5/2020,83, NM AB Resort,14,3,1,0,B,YES,NO,Miss,YES,No
8/26/2018,15:30,Slow,WEB,Yes,8,6,A,grade1,Lon All,5/29/2019,39, JH Area,14,7,1,0,A,YES,YES,Miss,YES,No
5/8/2017,22:04:38,Slow,WEB,Yes,5,2,A,grade2,Lon All,8/8/2018,65, AA Resort,14,2,2,0,B,NO,NO,Miss,NO,No
5/4/2018,19:50,Slow,WEB,,4,1,B,grade1,GG,6/29/2018,8, AB,14,3,1,0,A,YES,YES,Miss,NO,No
8/13/2018,18:24,Slow,WEB,Yes,4,8,A,grade1,MCH,10/21/2019,62, AB,19,2,2,0,A,YES,NO,Miss,YES,No
6/17/2017,12:48:38,Slow,WEB,Yes,3,3,A,grade1,Lon All,7/21/2018,57, AC,14,5,0,0,A,NO,NO,Miss,NO,No
6/13/2018,21:02,Slow,WEB,Yes,11,2,A,grade1,MCH,1/31/2019,33, DC Drive,14,4,0,0,A,YES,NO,Miss,YES,No
12/28/2018,13:50,Slow,WEB,Yes,4,7,E,,EM,7/5/2019,27, Clearwater,7,4,0,0,None Required,YES,YES,Miss,YES,No
9/20/2018,14:34,Slow,WEB,Yes,7,2,B,grade2,MCH,4/30/2020,84, JH Area,17,6,3,0,A,YES,NO,Miss,YES,No
10/22/2017,20:00:08,Slow,WEB,Yes,1,1,A,grade2,MCH,7/7/2018,36, AC,7,3,0,0,B,YES,YES,Miss,NO,No
6/4/2018,16:12,Slow,WEB,Yes,7,4,A,grade2,Lon All,5/22/2019,50, PP Area,14,1,2,0,B,NO,NO,Miss,NO,No
2/20/2017,12:56:38,Slow,WEB,Yes,2,2,A,grade1,Lon Gat,8/20/2017,26, JH Area,14,6,0,0,A,NO,NO,Miss,NO,No
1/20/2018,21:06,Fast,WEB,,10,5,A,grade3,BH,7/31/2018,28, AC,14,2,2,0,A,NO,NO,Miss,NO,No
3/18/2018,12:32,Fast,WEB,,1,2,A,grade1,Lon All,3/31/2018,1, AC,14,3,1,0,A,NO,NO,Miss,NO,No
7/19/2017,18:58:38,Fast,WEB,,12,7,A,grade2,BH,8/11/2018,55, CC City,5,3,0,0,B,NO,NO,Miss,NO,No
6/3/2018,11:46,Fast,WEB,,14,6,D,grade2,MCH,10/18/2019,71, AA Resort,10,3,1,0,B,NO,NO,Miss,NO,No
3/18/2018,14:36,Fast,WEB,Yes,2,1,E,,Lon All,12/19/2018,39, AC,13,5,0,0,A,YES,YES,Miss,NO,No
4/3/2017,21:00:39,Fast,WEB,,0,2,A,grade1,MCH,8/17/2017,19, AC,14,5,1,0,A,NO,NO,Miss,NO,No
7/11/2018,14:56,Fast,WEB,Yes,3,4,A,grade2,MCH,9/17/2019,62, AA Resort,14,3,0,0,B,NO,NO,Miss,YES,No
1/7/2019,14:00,Fast,WEB,,7,1,A,grade2,GG,4/1/2019,12, PP Area,14,2,0,0,B,YES,YES,Miss,YES,No
4/10/2017,12:16:51,Fast,WEB,Yes,1,1,E,grade2,Lon Gat,7/29/2017,15, AC,14,3,0,0,A,NO,NO,Miss,NO,No
5/21/2017,21:16:38,Fast,WEB,Yes,5,1,E,grade2,Lon Gat,7/21/2018,60, AC,14,5,1,0,A,YES,YES,Miss,NO,No
5/9/2018,21:28,Fast,WEB,Yes,4,2,E,,Lon All,8/15/2019,66, JH Area,17,3,1,0,A,NO,NO,Miss,NO,No
3/19/2017,14:04:38,Fast,WEB,,0,1,A,grade1,MCH,12/1/2017,36, AC,15,2,0,0,A,YES,YES,Miss,NO,No
3/31/2017,20:06:38,Fast,WEB,Yes,10,6,A,grade1,MCH,8/11/2018,71, AC,14,4,3,0,None Required,YES,YES,Miss,NO,No
8/16/2017,21:52:07,Fast,WEB,Yes,1,2,A,grade2,MCH,10/2/2018,59, AC,14,5,0,0,B,YES,YES,Miss,NO,No
2/24/2018,17:30,Fast,WEB,Yes,6,8,A,grade2,Lon All,8/10/2018,24, AB,18,3,0,0,A,NO,NO,Miss,NO,No
6/18/2018,21:48,Fast,WEB,,7,1,A,grade1,Lon All,7/29/2019,58, JH Area,14,4,4,0,None Required,YES,NO,Miss,YES,No
1/28/2018,17:46,Fast,WEB,,10,3,E,,Lon All,8/1/2019,78, AB,14,5,2,0,A,NO,NO,Miss,NO,No
1/5/2017,13:38:41,Fast,WEB,,5,2,A,grade1,Lon Gat,3/28/2018,64, AC,14,8,2,0,A,NO,NO,Miss,NO,No
8/19/2017,14:02:07,Fast,WEB,Yes,2,1,B,grade2,MCH,10/5/2018,59, Memphis,3,2,0,0,B,YES,YES,Miss,NO,No
11/21/2018,20:24,Fast,WEB,,8,4,A,grade2,MCH,9/20/2019,43, AA Resort,14,2,1,0,B,YES,NO,Miss,YES,No
3/24/2017,12:48:44,Fast,WEB,,9,2,A,grade1,Lon Gat,8/7/2018,72, AC,14,3,2,0,A,NO,NO,Miss,NO,No
1/6/2019,15:56,Fast,WEB,Yes,4,5,B,,Lon Heathrow,9/11/2019,35, SF,12,2,0,0,B,YES,YES,Miss,NO,No
7/2/2017,19:20:38,Fast,WEB,,0,1,A,grade1,MCH,10/12/2018,66, AC,14,4,0,0,B,NO,NO,Miss,NO,No
2/19/2018,18:58,Fast,WEB,,2,4,B,grade2,MCH,11/24/2018,39, SF,14,4,0,0,B,NO,NO,Miss,NO,No
12/29/2018,22:13,Fast,WEB,,0,2,A,grade1,Lon Gat,8/17/2019,33, AB,14,6,0,0,A,YES,YES,Miss,NO,No
6/17/2018,14:10,Fast,WEB,Yes,2,1,C,grade1,MCH,11/20/2019,74, Fort Lauderdale,14,2,0,0,None Required,YES,NO,Miss,YES,No
6/1/2017,14:16:38,Fast,WEB,,7,6,B,grade1,Lon Gat,3/24/2018,42, JH Area,14,2,2,0,A,NO,NO,Miss,NO,No
11/12/2018,13:08,Fast,WEB,,5,1,A,grade3,Lon Gat,4/10/2019,21, JH Area,14,3,2,0,None Required,YES,NO,Miss,YES,No
7/4/2017,19:30:39,Fast,WEB,,18,3,A,grade1,BH,4/10/2019,92, AC,14,2,1,1,None Required,NO,NO,Miss,NO,No
5/23/2017,18:37:50,Fast,WEB,,0,4,A,grade2,MCH,5/17/2018,51, AC,14,2,2,0,B,NO,NO,Miss,NO,No
6/4/2017,18:38:45,Fast,WEB,Yes,1,2,A,grade1,Lon All,4/3/2018,43, JH Area,14,3,0,0,A,NO,NO,Miss,NO,No
7/2/2017,22:36:39,Fast,WEB,,16,11,A,grade1,Lon Gat,6/21/2018,50, AC,14,5,2,0,A,YES,YES,Miss,NO,No
12/30/2017,12:06:08,Fast,WEB,Yes,8,2,E,,Lon All,3/24/2018,12, JH Area,14,5,1,0,A,YES,YES,Miss,NO,No
4/17/2018,22:14,Fast,WEB,Yes,4,2,A,grade1,GG,9/5/2018,20, AC,14,3,1,0,A,NO,NO,Dr,NO,No
6/11/2017,19:40:40,Fast,WEB,,1,2,A,grade1,Lon All,6/6/2018,51, AC,14,5,1,0,None Required,NO,NO,Dr,NO,No
1/10/2018,18:50,Fast,WEB,,0,2,E,,Lon Gat,8/3/2019,81, AB,14,7,0,0,None Required,YES,YES,Dr,NO,No
12/28/2017,21:06:08,Fast,WEB,Yes,2,2,A,grade2,NC,11/11/2018,46, AC,7,2,0,0,A,NO,NO,Dr,NO,No
